coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Ankr,ANKR,1.751251625180479e-06,0.9098873591989988,0.5412919051512673,0.09562524196670535,0.0007040515538342314,0.0006723368985641139,2022-03-16
Bancor Network Token,BNT,5.5559235206894645e-05,0.902377972465582,0.5551921504497137,0.12001548586914437,0.0004508055051395294,0.0006672724592096026,2022-03-16
Pocket Network,POKT,1.6960972876564245e-05,0.904881101376721,0.525756336876533,0.097367402245451,1.6821464057480506e-05,0.0006632232481547386,2022-03-16
Marinade staked SOL,MSOL,0.002150312235587636,0.9123904881101377,0.5396565821749794,0.11633759194734802,0.0003221213422103783,0.0006604346083619435,2022-03-16
OMG Network,OMG,9.971548330387113e-05,0.904881101376721,0.5412919051512673,0.12369337979094074,0.0018415447474944028,0.0006559885463122727,2022-03-16
Zilliqa,ZIL,9.949259332314218e-07,0.9224030037546934,0.5543744889615698,0.11711188540456831,0.0006553086262899569,0.0006514561260243283,2022-03-16
SafeMoon,SFM,2.49504091610152e-08,0.9286608260325407,0.5004088307440718,0.09097948122338365,7.02328846433329e-06,0.0006449451529962428,2022-03-16
Render Token,RNDR,5.895586967589284e-05,0.9111389236545683,0.5568274734260016,0.10201316298877272,0.0004094245734122048,0.0006371786975471381,2022-03-16
Fei USD,FEI,2.4261674742554178e-05,0.8823529411764707,0.5282093213409648,0.10859465737514515,0.00017699249975211995,0.0006332897431045243,2022-03-16
Gnosis,GNO,0.007250116274040633,0.9073842302878599,0.5486508585445625,0.10743321718931473,4.977323792418808e-05,0.0006281939756125711,2022-03-16
ICON,ICX,1.828362233879214e-05,0.9136420525657072,0.5175797219950939,0.14866434378629498,0.000777762096327562,0.0006235243782624396,2022-03-16
Ravencoin,RVN,1.2568556958042556e-06,0.9148936170212766,0.5625511038430089,0.10917537746806037,0.0003346888987586919,0.000609205169485297,2022-03-16
IOST,IOST,5.475558880780025e-07,0.9123904881101377,0.5372035977105477,0.11091753774680602,0.0006100597715522277,0.0005824660635939626,2022-03-16
Bitcoin Gold,BTG,0.0007215422078783256,0.9036295369211514,0.5511038430089941,0.11420828493999223,0.0001578721305235159,0.0005819343048327621,2022-03-16
Kava,KAVA,7.666689226424055e-05,0.9098873591989988,0.5568274734260016,0.11459543166860238,0.0003927493940621302,0.0005659569740669915,2022-03-16
UMA,UMA,0.0001877853627500385,0.9036295369211514,0.5429272281275551,0.1049167634533488,0.0007951608628421397,0.0005640605463813186,2022-03-16
OEC Token,OKT,0.0007829242450680786,0.9098873591989988,0.5363859362224038,0.0960123886953155,8.913076303082049e-05,0.0005447739689558152,2022-03-16
Songbird,SGB,1.5236255741343925e-06,0.9086357947434294,0.5331152902698282,0.08149438637243514,4.5387613765792365e-05,0.0005424800420892002,2022-03-16
e-Radix,EXRD,2.964315650114731e-06,0.9086357947434294,0.579721995094031,0.10878823073945022,4.4675867463741255e-05,0.0005391013016284733,2022-03-16
Velas,VLX,5.171472989744534e-06,0.8811013767209012,0.5314799672935404,0.10085172280294229,7.085587625919153e-05,0.0005377807054952744,2022-03-16
Rocket Pool,RPL,0.0007285780935641075,0.9111389236545683,0.5617334423548649,0.1370499419279907,9.977359256578585e-06,0.0005345583699005587,2022-03-16
Tether Gold,XAUT,0.0473131772191265,0.8848560700876096,0.526573998364677,0.09949670925280679,6.368956536588297e-05,0.0005342400886012795,2022-03-16
Moonbeam,GLMR,5.7742785936964906e-05,0.9098873591989988,0.5592804578904332,0.10104529616724736,0.0006442527129063027,0.0005295160771204408,2022-03-16
Sapphire,SAPP,1.3699281842684398e-05,0.9061326658322904,0.5290269828291086,0.11072396438250093,7.46989265541539e-06,0.0005221670213264057,2022-03-16
Horizen,ZEN,0.0009396546641375665,0.8998748435544431,0.5780866721177432,0.1130468447541618,0.0005027545619518309,0.0005208672960135766,2022-03-16
WOO Network,WOO,1.1950233446223338e-05,0.904881101376721,0.5993458708094848,0.1320170344560588,0.0010415087979041436,0.0005172369150046572,2022-03-16
Liquity USD,LUSD,2.4261674742554178e-05,0.8811013767209012,0.5282093213409648,0.10646535036778937,5.5628026584715044e-05,0.0005141116488274517,2022-03-16
Golem,GLM,1.129007327549876e-05,0.9011264080100125,0.5461978740801308,0.09156020131629886,0.00027453521169331757,0.0005137657738706904,2022-03-16
Rally,RLY,4.368993834768933e-06,0.9136420525657072,0.5290269828291086,0.0967866821525358,5.794165516060762e-05,0.0005137080518000049,2022-03-16
Baby Doge Coin,BABYDOGE,3.348111119441073e-14,0.9136420525657072,0.5453802125919869,0.10046457607433215,0.00018384456175067547,0.0004985366883034406,2022-03-16
Audius,AUDIO,1.7839342550247177e-05,0.9148936170212766,0.5494685200327064,0.11188540456833138,0.00013652838908893372,0.0004924069363504123,2022-03-16
Siacoin,SC,2.154508304407429e-07,0.9036295369211514,0.5461978740801308,0.10723964382500965,0.00021222277660421025,0.0004911878090531442,2022-03-16
Metis Token,METIS,0.0035514239540493896,0.9136420525657072,0.5355682747342599,0.09891598915989157,0.0006715294686408175,0.000478336969961626,2022-03-16
Ontology,ONT,1.212421391606038e-05,0.9073842302878599,0.5519215044971381,0.10588463027487414,0.0005320605756953342,0.00047420420346141903,2022-03-16
0x,ZRX,1.2368383411031793e-05,0.9123904881101377,0.5568274734260016,0.11343399148277192,0.0005059000197453407,0.0004666978252893881,2022-03-16
APENFT,NFT,3.692961712408549e-11,0.886107634543179,0.5322976287816843,0.09891598915989157,0.001191038989048048,0.0004582340104749785,2022-03-16
SKALE,SKL,3.0654625722665412e-06,0.8973717146433041,0.5633687653311529,0.12969415408439794,0.00019475829848124388,0.0004406084274176169,2022-03-16
SwissBorg,CHSB,1.0390887084855825e-05,0.9086357947434294,0.5494685200327064,0.09756097560975607,1.8354631355489178e-05,0.000435706624794226,2022-03-16
dYdX,DYDX,0.00011257417093650712,0.9173967459324155,0.5543744889615698,0.10104529616724736,0.0016400294418681355,0.0004265275733058555,2022-03-16
Dogelon Mars,ELON,1.7531971428481945e-11,0.9349186483103881,0.5870809484873262,0.11343399148277192,0.00018900669447922695,0.00042299273596417965,2022-03-16
Olympus,OHM,0.0006822382947370609,0.8986232790988735,0.5126737530662305,0.09136662795199378,6.091832025161331e-05,0.00041891594542687845,2022-03-16
Constellation,DAG,3.69058888461088e-06,0.8973717146433041,0.5175797219950939,0.15621370499419276,1.7600975995080362e-05,0.0004081777807712339,2022-03-16
Synapse,SYN,5.2647834233467624e-05,0.8961201501877347,0.4644317252657399,0.10801393728222994,0.00015930763659739443,0.0004060484210191002,2022-03-16
Immutable X,IMX,3.8090829366332524e-05,0.9349186483103881,0.5380212591986917,0.11749903213317844,0.0015125502506704307,0.0003860064735021505,2022-03-16
Convex CRV,CVXCRV,4.731026578218475e-05,0.9286608260325407,0.5453802125919869,0.10936895083236542,1.6726152019035108e-06,0.00038474882358793165,2022-03-16
Everdome,DOME,1.0269580163363932e-06,0.8760951188986233,0.6017988552739165,0.09446380178087492,0.0007727556726663272,0.00038386804172140464,2022-03-16
Gemini Dollar,GUSD,2.4261674742554178e-05,0.8848560700876096,0.5290269828291086,0.10820751064653501,5.490773622010749e-05,0.0003737769227541995,2022-03-16
JUST,JST,1.1872732500964224e-06,0.8973717146433041,0.5322976287816843,0.1144018583042973,0.0012936002934668487,0.0003737178102404923,2022-03-16
Decentralized Social,DESO,0.0008241690921916281,0.8873591989987485,0.6189697465249386,0.1451800232288037,1.3263008718943966e-05,0.0003715467075589787,2022-03-16
Polymath,POLY,9.336814362426572e-06,0.902377972465582,0.5396565821749794,0.10104529616724736,0.0002106785969589066,0.00035887128722298506,2022-03-16
NuCypher,NU,1.017469130090409e-05,0.886107634543179,0.5363859362224038,0.08904374758033293,7.4589786942953e-05,0.00035711295282284334,2022-03-16
REN,REN,8.221189771084118e-06,0.9211514392991239,0.5380212591986917,0.10569105691056908,0.0007085216174957103,0.00034976491892066766,2022-03-16
Keep Network,KEEP,1.47942597487903e-05,0.8961201501877347,0.543744889615699,0.0952380952380952,3.9693453481326696e-05,0.00034483543372360525,2022-03-16
Illuvium,ILV,0.012614129950832132,0.9098873591989988,0.5592804578904332,0.1144018583042973,0.00019111968430126863,0.0003436352958316822,2022-03-16
Flux,FLUX,3.469419489733433e-05,0.9011264080100125,0.5461978740801308,0.12485481997677117,0.000267357888452714,0.00034077596766821636,2022-03-16
Ethereum Name Service,ENS,0.0003408765306027426,0.9311639549436797,0.5633687653311529,0.11111111111111108,0.0006780726843538728,0.00033573817868639373,2022-03-16
Hive,HIVE,2.108647657925989e-05,0.8998748435544431,0.5617334423548649,0.11014324428958573,0.00021499918267747867,0.0003311874622816544,2022-03-16
Lido DAO,LDO,7.229979080410001e-05,0.9324155193992489,0.597710547833197,0.20770421989934182,8.070117365189252e-05,0.00033016590289158495,2022-03-16
STEPN,GMT,1.2958791266768015e-05,0.9724655819774719,0.9967293540474242,0.6761517615176151,0.017497287616615603,0.00032576983364731324,2022-03-16
Spell Token,SPELL,8.607800441417222e-08,0.8998748435544431,0.5355682747342599,0.09659310878823071,0.0004709666620126364,0.00032393019247937515,2022-03-16
Nervos Network,CKB,2.5607807157049415e-07,0.8986232790988735,0.5445625511038429,0.10511033681765386,0.00010636862499761786,0.00032304614133208277,2022-03-16
Kyber Network Crystal,KNC,7.42407247863847e-05,0.9123904881101377,0.5347506132461161,0.10840108401084009,0.0006953908777694333,0.00031960234514799536,2022-03-16
