coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
FLEX Coin,FLEX,9.631884883487294e-05,0.8836045056320401,0.5331152902698282,0.10762679055361979,0.022891119942385466,0.00031678657174235105,2022-03-16
HUSD,HUSD,2.423991202027781e-05,0.8811013767209012,0.5290269828291086,0.10801393728222994,0.0007462693894345098,0.0003155851696941682,2022-03-16
Ultra,UOS,2.7900925959337953e-05,0.8936170212765958,0.5478331970564185,0.10085172280294229,0.00015493965290754963,0.00031259945167753695,2022-03-16
ConstitutionDAO,PEOPLE,1.4705561963468755e-06,0.9574468085106383,0.6116107931316435,0.1225319396051103,0.0024799943331123633,0.0003110961044247789,2022-03-16
LooksRare,LOOKS,3.129756042833614e-05,0.9887359198998749,0.6729354047424365,0.15272938443670148,0.0008405475963105777,0.00031065656077259674,2022-03-16
DeFi Kingdoms,JEWEL,0.00010092856704279905,0.9311639549436797,0.5412919051512673,0.09368950832365464,0.00019746714604775277,0.0003054790586842251,2022-03-16
Telcoin,TEL,1.1887069818064556e-07,0.8911138923654569,0.5502861815208503,0.10588463027487414,4.907328070239163e-05,0.0003040847368548669,2022-03-16
Tomb,TOMB,2.8628776202694707e-05,0.9198998748435545,0.5363859362224038,0.09756097560975607,0.00024408011646999986,0.0003024212090196439,2022-03-16
Stargaze,STARS,9.750645749124445e-06,0.8986232790988735,0.5241210139002452,0.08381726674409598,2.9801569371777504e-05,0.0003022907651036925,2022-03-16
DigiByte,DGB,4.771817420950176e-07,0.918648310387985,0.5429272281275551,0.11943476577622916,0.00027087759344692885,0.00029830348868507275,2022-03-16
DigitalBits,XDB,9.44121234899871e-06,0.9098873591989988,0.704824202780049,0.14847077042198992,6.596178544465852e-05,0.00029796981328724216,2022-03-16
Syscoin,SYS,1.1362445851363201e-05,0.9098873591989988,0.5028618152085036,0.09368950832365464,0.00021874916310313922,0.00029710003769860965,2022-03-16
Lisk,LSK,4.925119976446943e-05,0.8998748435544431,0.5331152902698282,0.1116918312040263,0.00013118441454415555,0.00029320070454598977,2022-03-16
Tokemak,TOKE,0.000614305605357097,0.918648310387985,0.5903515944399018,0.10723964382500965,0.00010570267141872285,0.0002926417361421549,2022-03-16
Nano,XNO,5.3375684476824385e-05,0.8735919899874844,0.7636958299264104,0.1684088269454123,0.001895755098341847,0.00029219462559338034,2022-03-16
Tenset,10SET,8.006352673323874e-05,0.9011264080100125,0.552739165985282,0.192024777390631,5.280865854841026e-05,0.00028808567445692075,2022-03-16
PlayDapp,PLA,1.9355430345484522e-05,0.9073842302878599,0.5609157808667211,0.10549748354626401,0.00030450150023474397,0.0002875862747455045,2022-03-16
SafeMoon [OLD],SAFEMOON,1.224799701678491e-11,0.9061326658322904,0.5486508585445625,0.10859465737514515,6.047159523540415e-08,0.0002732307520811047,2022-03-16
Ronin,RON,4.512671505211449e-05,0.9098873591989988,0.5519215044971381,0.10723964382500965,3.872058681896446e-05,0.0002714559720518226,2022-03-16
Persistence,XPRT,8.006352673323874e-05,0.8961201501877347,0.5650040883074406,0.11536972512582266,4.4536245399056126e-05,0.00026775363851597276,2022-03-16
Radio Caca,RACA,3.253836406438486e-08,0.916145181476846,0.5617334423548649,0.12717770034843204,0.00026823492352858445,0.00026754216875583814,2022-03-16
Pirate Chain,ARRR,3.4936811645119914e-05,0.9098873591989988,0.5511038430089941,0.1684088269454123,2.4705959506039283e-05,0.00026269613462424413,2022-03-16
MAI,MIMATIC,2.423959661850569e-05,0.8836045056320401,0.5331152902698282,0.10840108401084009,0.00020201239745972844,0.00026260591304196783,2022-03-16
Casper Network,CSPR,1.5383846824402076e-06,0.9098873591989988,0.6107931316434995,0.1116918312040263,0.00019309355261986586,0.00025361685483236095,2022-03-16
Everscale,EVER,4.649191916786504e-06,0.8673341677096371,0.5208503679476696,0.10820751064653501,1.1076194744268061e-07,0.00025280465312076475,2022-03-16
SXP,SXP,3.251064416726407e-05,0.9086357947434294,0.5764513491414553,0.11536972512582266,0.0012407968821810994,0.0002487307439834603,2022-03-16
Floki Inu,FLOKI,6.875476711582553e-10,0.9311639549436797,0.5625511038430089,0.10085172280294229,0.0001118699138578294,0.00024733329977834535,2022-03-16
Zenon,ZNN,0.00012979996002928366,0.8948685857321652,0.5486508585445625,0.10433604336043358,7.364793781678056e-07,0.00024674213469342014,2022-03-16
Injective,INJ,0.0001293147265337125,0.9148936170212766,0.5478331970564185,0.11207897793263644,0.00027662317345332515,0.00024528816943049847,2022-03-16
MXC,MXC,2.530468381724548e-06,0.8811013767209012,0.5535568274734259,0.14188927603561746,0.0003684552756320443,0.0002449481564990436,2022-03-16
WINkLink,WIN,6.461664394561057e-09,0.8948685857321652,0.5445625511038429,0.1062717770034843,0.0021807761359478803,0.00024405125760668532,2022-03-16
WazirX,WRX,1.3540998676429084e-05,0.8961201501877347,0.526573998364677,0.09388308168795971,0.00012206760636396983,0.00024283859928436505,2022-03-16
Perpetual Protocol,PERP,9.340744786144592e-05,0.904881101376721,0.5380212591986917,0.1062717770034843,0.0001440063770278622,0.0002387177578626776,2022-03-16
Mobox,MBOX,4.949381651225502e-05,0.9136420525657072,0.508585445625511,0.11962833914053424,0.0006571211412817304,0.00023801060740740162,2022-03-16
Astroport,ASTRO,4.900858301668385e-05,0.9236545682102628,0.5273916598528209,0.1846689895470383,0.00010341196509550697,0.00023696528162192097,2022-03-16
Trust Wallet Token,TWT,1.7499266654876124e-05,0.9136420525657072,0.4595257563368764,0.1205962059620596,0.0007778003288499106,0.00023510356604345353,2022-03-16
Serum,SRM,4.5369331799900074e-05,0.9061326658322904,0.5494685200327064,0.11459543166860238,0.0006974271091143263,0.00023455963091885014,2022-03-16
Coin98,C98,3.251064416726407e-05,0.9111389236545683,0.5568274734260016,0.12078977932636467,0.0009012325514596391,0.00023393110943656145,2022-03-16
Mirror Protocol,MIR,4.148746383533071e-05,0.9011264080100125,0.490596892886345,0.13317847464188926,0.0018857635162417403,0.0002337279849118378,2022-03-16
Zipmex Token,ZMT,6.76900725961739e-05,0.8785982478097623,0.5314799672935404,0.10704607046070458,0.0002452173570873623,0.00023326938097908704,2022-03-16
Tribe,TRIBE,1.3178747610310425e-05,0.8948685857321652,0.5363859362224038,0.11362756484707699,0.00013838705927924456,0.00023294158822480967,2022-03-16
VVS Finance,VVS,5.415139576202112e-10,0.9036295369211514,0.5461978740801308,0.0911730545876887,6.64444990879994e-05,0.0002186057959340009,2022-03-16
Metahero,HERO,1.0955723829113775e-06,0.9098873591989988,0.5560098119378577,0.08749516066589234,0.0001444076027533667,0.00021647178418992264,2022-03-16
Creditcoin,CTC,2.7658309211552368e-05,0.8998748435544431,0.5404742436631234,0.11246612466124659,5.4882656375876124e-05,0.00021600195748768558,2022-03-16
Lido Staked SOL,STSOL,0.0021328438297470737,0.9111389236545683,0.5388389206868356,0.1157568718544328,7.982325827866775e-05,0.0002158410526893002,2022-03-16
API3,API3,0.00011402987142322064,0.916145181476846,0.5216680294358135,0.08846302748741773,0.0005131958379141261,0.0002129010749646562,2022-03-16
Escoin Token,ELG,8.176184396773784e-05,0.9111389236545683,0.5453802125919869,0.1178861788617886,1.1840258326336554e-05,0.0002100249699914599,2022-03-16
Function X,FX,1.1859324950828079e-05,0.904881101376721,0.5322976287816843,0.10704607046070458,3.565704846160196e-05,0.0002092794567106463,2022-03-16
Raydium,RAY,6.089680365817751e-05,0.8973717146433041,0.5739983646770236,0.11478900503290744,0.0005700520346546831,0.00020793836217416125,2022-03-16
CoinEx Token,CET,1.4836582382822104e-06,0.8873591989987485,0.5568274734260016,0.12195121951219509,1.4889988097749235e-05,0.00020733538669971465,2022-03-16
Euro Tether,EURT,2.668784222041003e-05,0.886107634543179,0.5347506132461161,0.11033681765389079,0.00043639605583283394,0.0002069555380267131,2022-03-16
Fetch.ai,FET,7.954214301820859e-06,0.9086357947434294,0.5339329517579721,0.11265969802555166,0.00037191137482722785,0.00020448678002460866,2022-03-16
Dent,DENT,5.704676777477219e-08,0.9098873591989988,0.5421095666394112,0.10956252419667051,0.00032765302722041187,0.00020369569010914222,2022-03-16
Chia,XCH,0.0015806481117870822,0.8961201501877347,0.5110384300899427,0.09175377468060392,0.0001769577884191886,0.0002005455196670277,2022-03-16
Status,SNT,1.376731796720211e-06,0.8961201501877347,0.5339329517579721,0.1014324428958575,0.00013270672484146117,0.00019842897286666833,2022-03-16
Power Ledger,POWR,1.2224924128066179e-05,0.8936170212765958,0.5322976287816843,0.10356174990321329,0.0005559901301956122,0.00019448033761991867,2022-03-16
Medibloc,MED,9.733601082022522e-07,0.8948685857321652,0.5486508585445625,0.11285327138985674,0.0001333308729263931,0.00019230508293894646,2022-03-16
xSUSHI,XSUSHI,9.219436412251799e-05,0.8836045056320401,0.5551921504497137,0.11866047231900888,1.8519557653927357e-06,0.00019051617683329402,2022-03-16
Chromia,CHR,9.2043941414852e-06,0.9173967459324155,0.5650040883074406,0.11401471157568716,0.0010081605622740842,0.00019045348061055695,2022-03-16
Yield Guild Games,YGG,5.895586967589284e-05,0.9148936170212766,0.5355682747342599,0.09698025551684086,0.00030271770710174606,0.00018856593423471286,2022-03-16
Telos,TLOS,1.9874169213924878e-05,0.9061326658322904,0.570727718724448,0.08943089430894306,7.592126258243208e-05,0.00018854629664323257,2022-03-16
COTI,COTI,4.889091356996892e-06,0.902377972465582,0.5674570727718724,0.10956252419667051,0.000268967330927363,0.00018701828867860644,2022-03-16
Alchemix USD,ALUSD,2.4193038464605636e-05,0.8798498122653317,0.5273916598528209,0.10801393728222994,5.23472101274321e-05,0.00018444037896634023,2022-03-16
Celer Network,CELR,8.993537987838916e-07,0.9173967459324155,0.5511038430089941,0.10743321718931473,0.0006190114463051861,0.00018387952785884023,2022-03-16
Orbs,ORBS,1.7515663560202462e-06,0.8886107634543179,0.5445625511038429,0.11246612466124659,0.00048682941320835326,0.00018351267641319413,2022-03-16
Vulcan Forged,PYR,0.00021180442078081143,0.9148936170212766,0.5600981193785772,0.09949670925280679,0.0006650004412498256,0.00018314830044581002,2022-03-16
Energy Web Token,EWT,0.00011912482312671793,0.8998748435544431,0.5208503679476696,0.11614401858304295,3.839278824924814e-05,0.00017991715957105077,2022-03-16
Astar,ASTR,2.504532651386269e-06,0.8923654568210263,0.5339329517579721,0.11420828493999223,0.00013794364832366338,0.00017972044603245576,2022-03-16
Origin Protocol,OGN,1.0532356910489599e-05,0.8898623279098873,0.472608340147179,0.22648083623693377,0.003149713064616848,0.00017962946672960779,2022-03-16
Cratos,CRTS,7.162471481008098e-08,0.869837296620776,0.4979558462796402,0.08284939992257062,0.00023362627469449026,0.00017770355623958564,2022-03-16
Ocean Protocol,OCEAN,1.1388017656579801e-05,0.916145181476846,0.5699100572363041,0.12233836624080524,0.0003801301243594345,0.00017636015761401553,2022-03-16
XYO Network,XYO,3.966084293792527e-07,0.8823529411764707,0.5355682747342599,0.10181958962446765,7.887013789421376e-05,0.00017617252512451572,2022-03-16
Dopex,DPX,0.027322042435089868,0.9236545682102628,0.5331152902698282,0.11401471157568716,7.990550566873138e-05,0.00017361618338709078,2022-03-16
PLEX,PLEX,1.9778796570370364e-05,0.8973717146433041,0.5511038430089941,0.10646535036778937,0.0002654256012385582,0.00017163151991404083,2022-03-16
LUKSO Token,LYXE,0.00031661485582418415,0.9011264080100125,0.5404742436631234,0.10782036391792486,1.980323832528763e-05,0.0001712833730842052,2022-03-16
DAO Maker,DAO,5.3133067729038796e-05,0.8961201501877347,0.5200327064595257,0.09988385598141693,6.143683265402911e-05,0.00016809024710206813,2022-03-16
Boba Network,BOBA,2.9356626446051464e-05,0.8898623279098873,0.5780866721177432,0.13433991482771968,7.563675392966846e-05,0.00016386800256511168,2022-03-16
Mdex,MDX,5.43056341470476e-06,0.9036295369211514,0.5519215044971381,0.1178861788617886,0.0001255662532646112,0.00016372323025624276,2022-03-16
UFO Gaming,UFO,1.826555713175635e-10,0.918648310387985,0.5551921504497137,0.1062717770034843,8.800161769697115e-05,0.00016206352968309054,2022-03-16
Ardor,ARDR,4.6809989724211946e-06,0.8986232790988735,0.5445625511038429,0.10588463027487414,0.00010825962453978372,0.00016145196670883265,2022-03-16
Pundi X,PUNDIX,1.7955701542485146e-05,0.8986232790988735,0.5461978740801308,0.1068524970963995,7.415673242683416e-05,0.00016090909342394183,2022-03-16
Mask Network,MASK,9.825978281715761e-05,0.9211514392991239,0.5854456255110384,0.11246612466124659,0.0008087899026531486,0.00015935394153734306,2022-03-16
Kyber Network Crystal Legacy,KNCL,7.448334153417027e-05,0.9123904881101377,0.5445625511038429,0.10801393728222994,0.0033020087012689235,0.00015923977959319773,2022-03-16
Interest Bearing Bitcoin,IBBTC,0.9861878285485667,0.904881101376721,0.5470155355682746,0.11807975222609365,5.616469727765486e-08,0.0001570180243223859,2022-03-16
Coinmetro,XCM,1.4791057207719532e-05,0.8873591989987485,0.48323793949304983,0.10472319008904372,9.441674151460944e-07,0.00015276624672410356,2022-03-16
MX Token,MX,4.512671505211449e-05,0.9011264080100125,0.5421095666394112,0.11362756484707699,6.562409647525564e-06,0.00015239555255270159,2022-03-16
Reserve Rights Token,RSR,3.34965762191443e-07,0.8998748435544431,0.6394112837285363,0.13375919473480447,0.0010039008033766211,0.00015027959466101776,2022-03-16
Radicle,RAD,0.00010747921923300984,0.9036295369211514,0.5412919051512673,0.11207897793263644,8.77326091819362e-05,0.00015027281512372675,2022-03-16
Conflux,CFX,2.819958685182308e-06,0.9061326658322904,0.5339329517579721,0.09407665505226478,8.557241125667857e-05,0.00014771255849668194,2022-03-16
Wonderland,TIME,0.004775425446627666,0.902377972465582,0.5372035977105477,0.09156020131629886,2.5599961881895596e-05,0.00014715364937030673,2022-03-16
XSGD,XSGD,1.787503147384644e-05,0.886107634543179,0.5314799672935404,0.10917537746806037,7.113087424838223e-05,0.00014665000101139983,2022-03-16
MiL.k Alliance,MLK,1.9719403990512456e-05,0.8961201501877347,0.5519215044971381,0.11343399148277192,0.00011687953075456511,0.00014660544497996583,2022-03-16
Civic,CVC,6.508339793392664e-06,0.9111389236545683,0.5739983646770236,0.11420828493999223,0.00025906731701283583,0.00014641399811479952,2022-03-16
Unibright,UBT,2.8628776202694707e-05,0.9086357947434294,0.6721177432542926,0.23461091753774677,4.963532467201424e-05,0.00014386867683031373,2022-03-16
Aragon,ANT,0.00011208893744093597,0.9148936170212766,0.5690923957481602,0.1178861788617886,0.0005420717659874898,0.0001425755493564752,2022-03-16
Yoshi.exchange,YOSHI,3.251064416726407e-05,0.9286608260325407,0.6385936222403924,0.1552458381726674,5.3737682950381805e-05,0.00013912328422749584,2022-03-16
SuperFarm,SUPER,1.4706602317815369e-05,0.9123904881101377,0.5380212591986917,0.11246612466124659,0.00027384300454038544,0.0001384416295230853,2022-03-16
Divi,DIVI,1.5186192112190413e-06,0.8773466833541927,0.5748160261651676,0.10007742934572203,4.019575805598389e-06,0.00013802739219162562,2022-03-16
BTSE Token,BTSE,0.00020428330159945828,0.8886107634543179,0.5380212591986917,0.13259775454897405,2.839126396725737e-05,0.0001343715953275474,2022-03-16
GMX,GMX,0.0005526809514195584,0.916145181476846,0.5592804578904332,0.0960123886953155,6.670332377089637e-05,0.00013285520445637848,2022-03-16
Request,REQ,5.298846782331965e-06,0.9036295369211514,0.5273916598528209,0.13162988772744866,0.0003259147851603159,0.00013254301198312087,2022-03-16
Multichain,MULTI,0.0002229647911789483,0.8986232790988735,0.5682747342600163,0.07026713124274098,2.5576003985272656e-05,0.00013232125500645066,2022-03-16
Ergo,ERG,7.90930597420964e-05,0.8886107634543179,0.5314799672935404,0.1238869531552458,1.6319142222090876e-05,0.0001321498696954654,2022-03-16
Rari Governance Token,RGT,0.0003619841876600885,0.9073842302878599,0.507767784137367,0.11188540456833138,1.0200385180400637e-05,0.00013134932760246055,2022-03-16
FEG Token BSC,FEG,6.065418694639627e-14,0.916145181476846,0.5282093213409648,0.11769260549748352,8.722814701572435e-06,0.00012994967080173097,2022-03-16
Alchemy Pay,ACH,9.841740387221537e-07,0.9036295369211514,0.5568274734260016,0.10743321718931473,0.0001613920081250551,0.00012941036705082536,2022-03-16
Numeraire,NMR,0.0006824809114848463,0.8973717146433041,0.5502861815208503,0.10801393728222994,9.05774022771211e-05,0.00012897329629962427,2022-03-16
Power Cash,PRCH,1.3313308668915231e-08,0.8685857321652065,0.5094031071136549,0.10665892373209446,1.8513171182925563e-06,0.00012712505087954934,2022-03-16
Moonriver,MOVR,0.0011851828128965785,0.9073842302878599,0.507767784137367,0.0960123886953155,0.00040885498650250707,0.00012654952860077806,2022-03-16
sBTC,SBTC,0.9852508426686187,0.9061326658322904,0.5494685200327064,0.1184668989547038,2.0628301335789457e-05,0.00012470373030887562,2022-03-16
Cartesi,CTSI,7.560568628538747e-06,0.9061326658322904,0.5200327064595257,0.11188540456833138,0.000292320532310828,0.0001238337382286512,2022-03-16
JOE,JOE,2.1439338377239246e-05,0.9211514392991239,0.5568274734260016,0.08923732094463802,0.00014248776052729815,0.00012341522518825187,2022-03-16
Veritaseum,VERI,0.0018266614940416655,0.9236545682102628,0.9386753883892068,0.18544328300425858,2.214828143421605e-06,0.00012309327641831487,2022-03-16
Bifrost,BFC,3.6193323457862534e-06,0.8973717146433041,0.5421095666394112,0.10994967092528066,2.359386777583798e-05,0.00011796620656172825,2022-03-16
inSure DeFi,SURE,1.4532625525660033e-07,0.9123904881101377,0.6271463614063777,0.13956639566395662,2.1216754226041097e-05,0.00011739536204771013,2022-03-16
Aurora,AURORA,0.00016619247219712142,0.8798498122653317,0.5118560915780866,0.09659310878823071,2.2313483904373225e-05,0.00011562821850160353,2022-03-16
AscendEx Token,ASD,5.101793459780514e-06,0.8886107634543179,0.5183973834832378,0.1022067363530778,3.857428485082611e-05,0.000114542077607851,2022-03-16
Reef Finance,REEF,2.0514514323729606e-07,0.9111389236545683,0.5486508585445625,0.11459543166860238,0.0003766864701523383,0.0001130594478272518,2022-03-16
World Mobile Token,WMT,1.5924926578495465e-05,0.8836045056320401,0.5322976287816843,0.10704607046070458,2.0988895297136608e-05,0.00011248347710161161,2022-03-16
Mango,MNGO,3.610234217744294e-06,0.9073842302878599,0.5372035977105477,0.10298102981029808,9.238582647530702e-06,0.00011157588764826369,2022-03-16
Beldex,BDX,2.4593088895990355e-06,0.9036295369211514,0.5388389206868356,0.19318621757646143,2.9813254887637542e-06,0.00011130449481959286,2022-03-16
Poollotto.finance,PLT,0.00042724809281441086,0.886107634543179,0.5314799672935404,0.11091753774680602,1.2724698256422614e-05,0.00011126139881776362,2022-03-16
Biconomy,BICO,3.178279392390731e-05,0.8961201501877347,0.5911692559280457,0.11478900503290744,0.0005072814997266905,0.00011029541591206726,2022-03-16
FEG Token,FEG,5.395796470751411e-14,0.902377972465582,0.5355682747342599,0.11265969802555166,1.8866791808368054e-05,0.00010992517276481504,2022-03-16
Ion,ION,0.17112753949979634,0.8898623279098873,0.5290269828291086,0.08033294618660469,1.7331501440269595e-06,0.0001092017081217223,2022-03-16
MMFinance,MMF,2.668784222041003e-05,0.8998748435544431,0.5633687653311529,0.17092528068137822,0.0007120401142386546,0.00010911232415572404,2022-03-16
Origin Dollar,OUSD,2.4102227015909493e-05,0.8823529411764707,0.526573998364677,0.10820751064653501,1.5298808545526137e-05,0.00010897771148798844,2022-03-16
Verge,XVG,2.2143773600241666e-07,0.9111389236545683,0.5502861815208503,0.09891598915989157,7.902891937190427e-05,0.00010842388604810117,2022-03-16
Kishu Inu,KISHU,1.455700486713508e-15,0.9386733416770964,0.6050695012264922,0.13646922183507545,0.00012263591597946717,0.00010831422017040869,2022-03-16
Band Protocol,BAND,8.782726266237746e-05,0.9148936170212766,0.5690923957481602,0.11633759194734802,0.0004454445287733005,0.00010825579321340913,2022-03-16
Tokamak Network,TON,8.661417892344954e-05,0.8936170212765958,0.5486508585445625,0.10336817653890822,3.82518198474329e-05,0.00010725816387608517,2022-03-16
Storj,STORJ,2.5232141733696518e-05,0.9098873591989988,0.5625511038430089,0.12853271389856752,0.0005071969911806777,0.00010596357637264188,2022-03-16
VeThor Token,VTHO,7.873377331880828e-08,0.9073842302878599,0.5249386753883891,0.12001548586914437,9.150376852629731e-05,0.00010478667782219496,2022-03-16
USDX,USDX,2.3510217889637885e-05,0.8911138923654569,0.5404742436631234,0.10820751064653501,1.5129653367640824e-05,0.00010440274802495832,2022-03-16
OriginTrail,TRAC,9.717504301376934e-06,0.9011264080100125,0.5355682747342599,0.09988385598141693,4.1100410303753995e-05,0.0001038297295745384,2022-03-16
Merit Circle,MC,5.070690025118294e-05,0.9123904881101377,0.5838103025347505,0.11498257839721251,0.0004469163341674946,0.0001037956514784234,2022-03-16
aelf,ELF,7.73420943492889e-06,0.9036295369211514,0.5412919051512673,0.10569105691056908,0.0002230574419194835,0.00010327706004511491,2022-03-16
Akash Network,AKT,2.6445225472624446e-05,0.9011264080100125,0.5273916598528209,0.1116918312040263,3.0307515960978962e-05,0.00010223333990560737,2022-03-16
GPEX,GPX,9.292221436587474e-05,0.8886107634543179,0.5298446443172525,0.09407665505226478,3.0970414390232576e-06,0.00010164485519277217,2022-03-16
StarLink,STARL,3.4925474200500224e-10,0.937421777221527,0.5461978740801308,0.10723964382500965,0.00023936969710933192,0.00010063862804651346,2022-03-16
Pundi X [OLD],NPXS,1.4581034357686028e-08,0.8811013767209012,0.5159443990188062,0.08323654665118077,0.0,9.84208752928706e-05,2022-03-16
Acala,ACA,2.668784222041003e-05,0.9249061326658323,0.5461978740801308,0.11149825783972123,0.000229137880135163,9.64089983112649e-05,2022-03-16
Orchid Protocol,OXT,5.769304917962994e-06,0.9073842302878599,0.5282093213409648,0.12078977932636467,0.000208975342403461,9.534681453170685e-05,2022-03-16
Beta Finance,BETA,9.401204847288866e-06,0.904881101376721,0.5380212591986917,0.09407665505226478,0.0003211342009222904,9.430081478728242e-05,2022-03-16
Ark,ARK,2.0243383380704986e-05,0.8898623279098873,0.5421095666394112,0.10259388308168796,4.746017895246593e-05,9.246234885941458e-05,2022-03-16
STASIS EURO,EURS,2.668784222041003e-05,0.8886107634543179,0.5347506132461161,0.11072396438250093,8.015452625560396e-05,9.173754531891727e-05,2022-03-16
Magic,MAGIC,6.744745584838831e-05,0.9674593241551941,0.7596075224856909,0.10878823073945022,0.00012825078045911598,9.142603840236728e-05,2022-03-16
Keep3rV1,KP3R,0.008749487775355549,0.8898623279098873,0.5461978740801308,0.10917537746806037,0.000383500489496602,8.977576809986624e-05,2022-03-16
Polkastarter,POLS,3.7362979122975764e-05,0.918648310387985,0.5183973834832378,0.16802168021680214,0.0034544337761535458,8.929063492662693e-05,2022-03-16
Hxro,HXRO,7.408957422847535e-06,0.8911138923654569,0.5396565821749794,0.0960123886953155,2.3045839520954443e-06,8.778759437029073e-05,2022-03-16
flexUSD,FLEXUSD,2.4504291490339764e-05,0.8823529411764707,0.5282093213409648,0.10878823073945022,3.095004672595659e-06,8.657550433839917e-05,2022-03-16
Bezoge Earth,BEZOGE,3.801804437800117e-14,0.8961201501877347,0.5241210139002452,0.10007742934572203,3.269217245085093e-06,8.652340976046213e-05,2022-03-16
MaidSafeCoin,MAID,7.1552530896881485e-06,0.9098873591989988,0.5363859362224038,0.11672473867595816,5.250231506911347e-08,8.634598845771275e-05,2022-03-16
Prometeus,PROM,0.00019312293120132137,0.902377972465582,0.5347506132461161,0.11091753774680602,1.8457936839126278e-05,8.302741461856306e-05,2022-03-16
Iron Bank EURO,IBEUR,2.620260872483886e-05,0.8811013767209012,0.5249386753883891,0.10975609756097558,1.6442245765833536e-06,8.282580038042087e-05,2022-03-16
Metadium,META,1.8659377525246765e-06,0.8898623279098873,0.49877350776778406,0.11691831204026323,0.0005666449904610865,8.261164122771336e-05,2022-03-16
Sperax,SPA,4.040951730088043e-06,0.8911138923654569,0.5143090760425183,0.10394889663182344,8.010257145096775e-06,8.245023385956111e-05,2022-03-16
iExec RLC,RLC,4.391363131318656e-05,0.904881101376721,0.5748160261651676,0.1225319396051103,0.00011133112009479981,8.215613776383206e-05,2022-03-16
DUSK Network,DUSK,7.891861797639964e-06,0.9073842302878599,0.490596892886345,0.10065814943863721,0.0004799435546956856,8.202234724868945e-05,2022-03-16
DEAPCOIN,DEP,6.697780102369951e-07,0.886107634543179,0.5208503679476696,0.08226867982965541,9.135313411431719e-05,8.137275262948382e-05,2022-03-16
StormX,STMX,3.39466025915848e-07,0.9123904881101377,0.5461978740801308,0.10859465737514515,3.998609193906828e-05,8.122326647392979e-05,2022-03-16
RMRK,RMRK,0.0003311718606913192,0.918648310387985,0.5641864268192968,0.10917537746806037,8.187668131306838e-05,8.071431922558348e-05,2022-03-16
Qredo,QRDO,6.186727064931986e-05,0.9249061326658323,0.6377759607522485,0.12524196670538132,0.0004111477295921506,7.769227830121194e-05,2022-03-16
Stratis,STRAX,2.2594242620048188e-05,0.8998748435544431,0.5494685200327064,0.10530391018195895,5.51218556059919e-05,7.717193302828111e-05,2022-03-16
STP Network,STPT,2.08324779972092e-06,0.8898623279098873,0.5331152902698282,0.10007742934572203,0.0002028374259487654,7.69203375825036e-05,2022-03-16
Steem,STEEM,7.655140636825569e-06,0.8973717146433041,0.5363859362224038,0.10975609756097558,0.00010389440256712886,7.569148362728589e-05,2022-03-16
Alpha Finance,ALPHA,6.776140159598393e-06,0.9036295369211514,0.5723630417007358,0.11207897793263644,0.00012782012518480591,7.551793340038182e-05,2022-03-16
NKN,NKN,4.668892396706694e-06,0.918648310387985,0.5919869174161896,0.12040263259775452,0.00015874143279125444,7.504879612077367e-05,2022-03-16
RSK Infrastructure Framework,RIF,3.642866170321455e-06,0.902377972465582,0.5543744889615698,0.10936895083236542,2.0592140101333362e-05,7.442403875717479e-05,2022-03-16
Balancer,BAL,0.0002777961761784905,0.916145181476846,0.5461978740801308,0.10994967092528066,0.00042153318434574367,7.402848928920007e-05,2022-03-16
Dawn Protocol,DAWN,4.124484708754513e-05,0.9011264080100125,0.5470155355682746,0.1144018583042973,4.1737055158970514e-05,7.344550578235141e-05,2022-03-16
GXChain,GXC,3.9789146600831614e-05,0.9073842302878599,0.5216680294358135,0.10433604336043358,0.00019274433348119487,7.270101439339714e-05,2022-03-16
Sun Token,SUN,2.8142499578454415e-07,0.8961201501877347,0.5388389206868356,0.11188540456833138,0.0006063286398463887,7.219136225873678e-05,2022-03-16
Dero,DERO,0.000263481788059141,0.9236545682102628,0.5404742436631234,0.08072009291521484,1.3993983476930199e-05,7.02283492335154e-05,2022-03-16
Kirobo,KIRO,3.0668697494036977e-06,0.904881101376721,0.543744889615699,0.09368950832365464,5.21848211566622e-07,6.983662058440931e-05,2022-03-16
Alien Worlds,TLM,2.342364716319239e-06,0.9261576971214018,0.5600981193785772,0.10762679055361979,0.0007660989503767644,6.874890110613265e-05,2022-03-16
Strike,STRK,0.0009207305578102909,0.8898623279098873,0.5396565821749794,0.10201316298877272,0.0001678030584098382,6.815392808874309e-05,2022-03-16
Aavegotchi,GHST,4.731026578218475e-05,0.8898623279098873,0.5347506132461161,0.11130468447541615,0.0004884417382253192,6.643923607397204e-05,2022-03-16
Victoria VR,VR,3.505253950977471e-06,0.9449311639549437,0.525756336876533,0.11420828493999223,0.00012200541594499831,6.639254734262993e-05,2022-03-16
Ankr Reward-Bearing Staked ETH,AETHC,0.053288099866842104,0.9073842302878599,0.5298446443172525,0.1041424699961285,2.2602756519289547e-05,6.588002282845585e-05,2022-03-16
Decentral Games,DG,7.431181116944694e-06,0.8873591989987485,0.5298446443172525,0.10859465737514515,1.4753766397354248e-05,6.527193918335318e-05,2022-03-16
Meerkat Shares,MSHARE,0.31455673798868733,0.8973717146433041,0.552739165985282,0.28648857917150594,0.00014333591839780105,6.463508148613661e-05,2022-03-16
